Years,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
"TotalElec, ab\ab com.xlsx",42.6185199999999,41.54752,39.84028,40.9162,41.90288,42.491,43.952,45.537,47.486,47.76,42.344,41.276,40.536,44.4239999999999,41.812,41.829,46.152,45.979,48.528,58.157,56.718,59.592,58.478,55.7169999999999,55.1529999999999,55.7209999999999,60.1249999999999,70.389,63.391,68.416,69.367,68.8710000000001
"TotalNatGas, ab\ab com.xlsx",94.5329999999999,89.609,83.683,84.821,80.244,89.914,83.716,82.04,81.798,73.972,92.32,81.535,102.819,111.181999999999,110.245,102.48,97.52,99.376,101.027,102.092,97.42,101.884,101.705,104.986999999999,111.164999999999,101.588999999999,116.436,138.838,150.570999999999,153.863,146.353,140.615
